"","Year","State","type","production","Measures","Materials","Chemical","Value"
"408",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"409",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(GLYPHOSATE POT. SALT = 103613)","HERBICIDE","(D)"
"410",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NAPROPAMIDE = 103001)","HERBICIDE","(D)"
"411",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(OXYFLUORFEN = 111601)","HERBICIDE","1.4"
"412",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PARAQUAT = 61601)","HERBICIDE","(D)"
"413",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PENDIMETHALIN = 108501)","HERBICIDE","1.5"
"414",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
"415",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ABAMECTIN = 122804)","INSECTICIDE","2.2"
"416",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ACEQUINOCYL = 6329)","INSECTICIDE","1.6"
"417",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ACETAMIPRID = 99050)","INSECTICIDE","1.4"
"418",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(AZADIRACHTIN = 121701)","INSECTICIDE","2.7"
"419",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BEAUVERIA BASSIANA = 128924)","INSECTICIDE","(D)"
"420",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BIFENAZATE = 586)","INSECTICIDE","2"
"421",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","3.2"
"422",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","1.5"
"423",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","1.6"
"424",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE","1.3"
"425",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT SUB AIZAWAI GC-91 = 6426)","INSECTICIDE","1.6"
"426",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BUPROFEZIN = 275100)","INSECTICIDE","(D)"
"427",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE","1.7"
"428",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CARBARYL = 56801)","INSECTICIDE","(D)"
"429",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","1.8"
"430",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CHLORPYRIFOS = 59101)","INSECTICIDE","(D)"
"431",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE","1.3"
"432",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CYANTRANILIPROLE = 90098)","INSECTICIDE","2"
"433",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CYFLUMETOFEN = 138831)","INSECTICIDE","1.7"
"434",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ETOXAZOLE = 107091)","INSECTICIDE","4.3"
"435",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FENBUTATIN-OXIDE = 104601)","INSECTICIDE","(D)"
"436",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FENPROPATHRIN = 127901)","INSECTICIDE","1.9"
"437",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FENPYROXIMATE = 129131)","INSECTICIDE","1.2"
"438",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLONICAMID = 128016)","INSECTICIDE","1.9"
"439",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLUPYRADIFURONE = 122304)","INSECTICIDE","2.5"
"440",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(HELICOVERPA ZEA NPV = 107300)","INSECTICIDE","(D)"
"441",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(HEXYTHIAZOX = 128849)","INSECTICIDE","1.5"
"442",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(IMIDACLOPRID = 129099)","INSECTICIDE","1.5"
"443",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE","2.8"
"444",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(METHOXYFENOZIDE = 121027)","INSECTICIDE","1.4"
"445",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NALED = 34401)","INSECTICIDE","1.8"
"446",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NEEM OIL = 25006)","INSECTICIDE","3.5"
"447",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NEEM OIL","INSECTICIDE","1.5"
"448",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NOVALURON = 124002)","INSECTICIDE","3.2"
"449",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE","1.8"
"450",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(POTASSIUM SALTS = 79021)","INSECTICIDE","(D)"
"451",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PYRETHRINS = 69001)","INSECTICIDE","1.7"
"452",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PYRIDABEN = 129105)","INSECTICIDE","(D)"
"453",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PYRIPROXYFEN = 129032)","INSECTICIDE","1.1"
"454",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SOYBEAN OIL = 31605)","INSECTICIDE","(D)"
"455",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE","1.6"
"456",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SPINOSAD = 110003)","INSECTICIDE","1.2"
"457",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SPIROMESIFEN = 24875)","INSECTICIDE","1.3"
"458",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SULFOXAFLOR = 5210)","INSECTICIDE","2"
"459",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(THIAMETHOXAM = 60109)","INSECTICIDE","2.7"
"460",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","(D)"
"461",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ACIBENZOLAR-S-METHYL = 61402)","OTHER","(D)"
"462",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","OTHER","(D)"
"463",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","OTHER","(D)"
"464",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT KURSTAKI SA-12 = 6518)","OTHER","(D)"
"465",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CAPRIC ACID = 128955)","OTHER","(D)"
"466",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CAPRYLIC ACID = 128919)","OTHER","(D)"
"467",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CHLOROPICRIN = 81501)","OTHER","1.4"
"468",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(DICHLOROPROPENE = 29001)","OTHER","1.5"
"469",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLUTRIAFOL = 128940)","OTHER","1.7"
"470",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(GLIOCLADIUM VIRENS = 129000)","OTHER","(D)"
"471",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"472",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(IRON PHOSPHATE = 34903)","OTHER","1.5"
"473",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(METALDEHYDE = 53001)","OTHER","(D)"
"474",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(METAM-POTASSIUM = 39002)","OTHER","1.1"
"475",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(METAM-SODIUM = 39003)","OTHER","1.3"
"476",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PAECILOMYCES FUMOSOR = 115002)","OTHER","(D)"
"477",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PEROXYACETIC ACID = 63201)","OTHER","(D)"
"478",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(POTASSIUM SILICATE = 72606)","OTHER","(D)"
"479",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(REYNOUTRIA SACHALINE = 55809)","OTHER","1.2"
"480",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(TRICHODERMA VIRENS STRAIN G-41 = 176604)","OTHER","(D)"
"481",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER"," ","(NITROGEN)","9.9"
"482",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER"," ","(PHOSPHATE)","11.3"
"483",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER"," ","(POTASH)","14.3"
"484",2019,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN NUMBER"," ","(SULFUR)","8.2"
"485",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE","12,000"
"486",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","(NA)"
"487",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE","146,100"
"488",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
"489",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
"490",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CYFLUFENAMID = 555550)","FUNGICIDE","(D)"
"491",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE","4,100"
"492",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(DIFENOCONAZOLE = 128847)","FUNGICIDE","(D)"
"493",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(DODINE = 44301)","FUNGICIDE","(D)"
"494",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"495",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE","2,700"
"496",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUTOLANIL = 128975)","FUNGICIDE","(D)"
"497",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUXAPYROXAD = 138009)","FUNGICIDE","(D)"
"498",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FOSETYL-AL = 123301)","FUNGICIDE","(D)"
"499",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ISOFETAMID = 270000)","FUNGICIDE","(D)"
"500",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
"501",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
"502",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"503",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PENTHIOPYRAD = 90112)","FUNGICIDE","(D)"
"504",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"505",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
"506",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(SULFUR = 77501)","FUNGICIDE","(D)"
"507",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TETRACONAZOLE = 120603)","FUNGICIDE","(D)"
"508",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","10,200"
"509",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(THIRAM = 79801)","FUNGICIDE","54,800"
"510",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","FUNGICIDE","286,900"
"511",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TRIFLUMIZOLE = 128879)","FUNGICIDE","(D)"
"512",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(2,4-D","HERBICIDE","(D)"
"513",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(2,4-D","HERBICIDE","(D)"
"514",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"515",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(GLYPHOSATE POT. SALT = 103613)","HERBICIDE","(D)"
"516",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PARAQUAT = 61601)","HERBICIDE","(D)"
"517",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","HERBICIDE","300"
"518",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE","300"
"519",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE","200"
"520",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BIFENAZATE = 586)","INSECTICIDE","700"
"521",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE","300"
"522",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"523",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","100"
"524",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CYANTRANILIPROLE = 90098)","INSECTICIDE","(D)"
"525",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CYFLUMETOFEN = 138831)","INSECTICIDE","(D)"
"526",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CYPERMETHRIN = 109702)","INSECTICIDE","(D)"
"527",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FENPYROXIMATE = 129131)","INSECTICIDE","(D)"
"528",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(HEXYTHIAZOX = 128849)","INSECTICIDE","(D)"
"529",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(IMIDACLOPRID = 129099)","INSECTICIDE","(D)"
"530",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MALATHION = 57701)","INSECTICIDE","(D)"
"531",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(METHOXYFENOZIDE = 121027)","INSECTICIDE","(D)"
"532",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(NALED = 34401)","INSECTICIDE","(D)"
"533",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(NOVALURON = 124002)","INSECTICIDE","1,000"
"534",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE","600"
"535",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"536",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE","100"
"537",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","INSECTICIDE","5,100"
"538",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ACIBENZOLAR-S-METHYL = 61402)","OTHER","(D)"
"539",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(ALKYL. DIM. BENZ. AM = 69105)","OTHER","(D)"
"540",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CHLOROPICRIN = 81501)","OTHER","(D)"
"541",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(DECYLDIMETHYLOCTYL = 69165)","OTHER","(D)"
"542",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(DICHLOROPROPENE = 29001)","OTHER","(D)"
"543",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(DIDECYL DIM. AMMON. = 69166)","OTHER","(D)"
"544",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(DIMETHYLDIOCTYL = 69149)","OTHER","(D)"
"545",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUTRIAFOL = 128940)","OTHER","(D)"
"546",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"547",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(PEROXYACETIC ACID = 63201)","OTHER","(D)"
"548",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"549",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","OTHER","125,900"
"550",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB"," ","(NITROGEN)","320,000"
"551",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB"," ","(PHOSPHATE)","86,000"
"552",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB"," ","(POTASH)","389,000"
"553",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB"," ","(SULFUR)","(D)"
"554",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE","0.858"
"555",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","(NA)"
"556",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","2.098"
"557",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
"558",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
"559",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYFLUFENAMID = 555550)","FUNGICIDE","(D)"
"560",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","0.313"
"561",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(DIFENOCONAZOLE = 128847)","FUNGICIDE","(D)"
"562",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(DODINE = 44301)","FUNGICIDE","(D)"
"563",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"564",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","0.206"
"565",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLUTOLANIL = 128975)","FUNGICIDE","(D)"
"566",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLUXAPYROXAD = 138009)","FUNGICIDE","(D)"
"567",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FOSETYL-AL = 123301)","FUNGICIDE","(D)"
"568",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ISOFETAMID = 270000)","FUNGICIDE","(D)"
"569",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
"570",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
"571",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"572",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PENTHIOPYRAD = 90112)","FUNGICIDE","(D)"
"573",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"574",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
"575",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(SULFUR = 77501)","FUNGICIDE","(D)"
"576",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(TETRACONAZOLE = 120603)","FUNGICIDE","(D)"
"577",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","1.34"
"578",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(THIRAM = 79801)","FUNGICIDE","2.036"
"579",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(TRIFLUMIZOLE = 128879)","FUNGICIDE","(D)"
"580",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(2,4-D","HERBICIDE","(D)"
"581",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(2,4-D","HERBICIDE","(D)"
"582",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"583",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(GLYPHOSATE POT. SALT = 103613)","HERBICIDE","(D)"
"584",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PARAQUAT = 61601)","HERBICIDE","(D)"
"585",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","INSECTICIDE","0.045"
"586",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","INSECTICIDE","0.099"
"587",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BIFENAZATE = 586)","INSECTICIDE","0.141"
"588",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","INSECTICIDE","0.05"
"589",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"590",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","0.058"
"591",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYANTRANILIPROLE = 90098)","INSECTICIDE","(D)"
"592",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYFLUMETOFEN = 138831)","INSECTICIDE","(D)"
"593",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYPERMETHRIN = 109702)","INSECTICIDE","(D)"
"594",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FENPYROXIMATE = 129131)","INSECTICIDE","(D)"
"595",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(HEXYTHIAZOX = 128849)","INSECTICIDE","(D)"
"596",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(IMIDACLOPRID = 129099)","INSECTICIDE","(D)"
"597",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MALATHION = 57701)","INSECTICIDE","(D)"
"598",2019,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(METHOXYFENOZIDE = 121027)","INSECTICIDE","(D)"
